Country Name,Indicator Name,Year,Value
Botswana,女生全癌死亡率,1997,5
Libya,女生全癌死亡率,2007,7
Saudi Arabia,女生全癌死亡率,1982,6
Saudi Arabia,女生全癌死亡率,1977,15
"Micronesia, Fed. Sts.",女生全癌死亡率,2002,11
Botswana,女生全癌死亡率,1987,5
"Micronesia, Fed. Sts.",女生全癌死亡率,1997,11
Botswana,女生全癌死亡率,1992,8
"Micronesia, Fed. Sts.",女生全癌死亡率,2007,7
Botswana,女生全癌死亡率,2002,11
Equatorial Guinea,女生全癌死亡率,2007,9
Timor-Leste,女生全癌死亡率,2007,7
Botswana,女生全癌死亡率,2007,15
Lesotho,女生全癌死亡率,1997,3
Lesotho,女生全癌死亡率,2007,13
Saudi Arabia,女生全癌死亡率,1972,11
Iraq,女生全癌死亡率,2007,6
Trinidad and Tobago,女生全癌死亡率,1977,9
Timor-Leste,女生全癌死亡率,2002,14
"Congo, Rep.",女生全癌死亡率,2007,13
Kosovo,女生全癌死亡率,2002,5
Bhutan,女生全癌死亡率,1987,14
Sudan,女生全癌死亡率,1992,10
"Macao SAR, China",女生全癌死亡率,2007,13
Algeria,女生全癌死亡率,2007,7
Mauritania,女生全癌死亡率,1962,3
Samoa,女生全癌死亡率,1992,7
Malawi,女生全癌死亡率,1987,9
"Congo, Dem. Rep.",女生全癌死亡率,2002,7
Equatorial Guinea,女生全癌死亡率,2002,11
Liberia,女生全癌死亡率,1977,15
Afghanistan,女生全癌死亡率,2007,5
Chad,女生全癌死亡率,2007,14
Saudi Arabia,女生全癌死亡率,1987,10
Nepal,女生全癌死亡率,1962,13
Burkina Faso,女生全癌死亡率,1972,8
Belarus,女生全癌死亡率,2002,13
Angola,女生全癌死亡率,2007,15
"Yemen, Rep.",女生全癌死亡率,2002,7
Gabon,女生全癌死亡率,2007,10
Burkina Faso,女生全癌死亡率,1962,5
Nepal,女生全癌死亡率,1967,4
Belarus,女生全癌死亡率,2007,3
Mozambique,女生全癌死亡率,1997,10
Niger,女生全癌死亡率,1962,13
Zambia,女生全癌死亡率,1967,8
Burkina Faso,女生全癌死亡率,1967,12
Mauritania,女生全癌死亡率,1967,5
Kosovo,女生全癌死亡率,2007,5
Togo,女生全癌死亡率,1967,6
Benin,女生全癌死亡率,2002,9
Niger,女生全癌死亡率,2002,15
"Congo, Dem. Rep.",女生全癌死亡率,2007,15
Nepal,女生全癌死亡率,1972,12
Niger,女生全癌死亡率,1972,5
Sudan,女生全癌死亡率,1962,15
Sao Tome and Principe,女生全癌死亡率,2002,6
Burundi,女生全癌死亡率,1977,6
"Gambia, The",女生全癌死亡率,1992,11
Chad,女生全癌死亡率,1962,4
Kuwait,女生全癌死亡率,1972,15
Liberia,女生全癌死亡率,1982,9
West Bank and Gaza,女生全癌死亡率,2002,9
Arab World,女生全癌死亡率,1977,8
Lao PDR,女生全癌死亡率,1992,7
Angola,女生全癌死亡率,2002,8
"Gambia, The",女生全癌死亡率,1997,6
Botswana,女生全癌死亡率,1982,4
Niger,女生全癌死亡率,1977,7
"Gambia, The",女生全癌死亡率,1967,8
Sudan,女生全癌死亡率,1997,15
Uganda,女生全癌死亡率,2007,12
Togo,女生全癌死亡率,1962,8
Kuwait,女生全癌死亡率,1967,8
Kyrgyz Republic,女生全癌死亡率,2007,8
Jordan,女生全癌死亡率,1967,10
Nigeria,女生全癌死亡率,1962,13
Cambodia,女生全癌死亡率,2002,9
Guinea,女生全癌死亡率,1992,10
Guinea-Bissau,女生全癌死亡率,2007,11
Swaziland,女生全癌死亡率,2007,4
Sierra Leone,女生全癌死亡率,1962,4
West Bank and Gaza,女生全癌死亡率,2007,14
Rwanda,女生全癌死亡率,1982,13
Kazakhstan,女生全癌死亡率,1997,3
Rwanda,女生全癌死亡率,1977,12
Uganda,女生全癌死亡率,1997,7
Lao PDR,女生全癌死亡率,2007,6
Madagascar,女生全癌死亡率,1962,7
"Congo, Dem. Rep.",女生全癌死亡率,1987,14
Guinea-Bissau,女生全癌死亡率,2002,15
Cambodia,女生全癌死亡率,1997,13
Benin,女生全癌死亡率,1967,9
Niger,女生全癌死亡率,2007,12
Cameroon,女生全癌死亡率,2007,7
Benin,女生全癌死亡率,1997,4
Benin,女生全癌死亡率,1962,13
Mongolia,女生全癌死亡率,1997,3
Guinea-Bissau,女生全癌死亡率,1997,13
Armenia,女生全癌死亡率,2002,10
Montenegro,女生全癌死亡率,2002,3
Guinea,女生全癌死亡率,1997,3
Oman,女生全癌死亡率,1982,12
Chad,女生全癌死亡率,1972,3
Burundi,女生全癌死亡率,1967,7
Low income,女生全癌死亡率,1962,12
Arab World,女生全癌死亡率,1982,4
"Congo, Dem. Rep.",女生全癌死亡率,1972,8
Armenia,女生全癌死亡率,1997,9
Samoa,女生全癌死亡率,1997,14
Rwanda,女生全癌死亡率,1967,12
Mozambique,女生全癌死亡率,1992,3
"Congo, Dem. Rep.",女生全癌死亡率,1967,8
Pre-demographic dividend,女生全癌死亡率,1962,8
Benin,女生全癌死亡率,2007,4
Botswana,女生全癌死亡率,1977,5
Sierra Leone,女生全癌死亡率,2007,15
Mozambique,女生全癌死亡率,2007,5
Rwanda,女生全癌死亡率,2007,12
Azerbaijan,女生全癌死亡率,2002,13
Burkina Faso,女生全癌死亡率,1992,7
Burundi,女生全癌死亡率,1972,5
Tanzania,女生全癌死亡率,2002,9
Niger,女生全癌死亡率,1967,7
Lesotho,女生全癌死亡率,2002,11
Sierra Leone,女生全癌死亡率,1967,14
Heavily indebted poor countries (HIPC),女生全癌死亡率,1962,4
Chad,女生全癌死亡率,1967,9
Senegal,女生全癌死亡率,1967,8
Cameroon,女生全癌死亡率,1962,8
Togo,女生全癌死亡率,1972,14
Sierra Leone,女生全癌死亡率,1972,8
Oman,女生全癌死亡率,1972,11
Benin,女生全癌死亡率,1972,3
Low income,女生全癌死亡率,1967,10
Afghanistan,女生全癌死亡率,1967,5
Bolivia,女生全癌死亡率,1962,8
Malawi,女生全癌死亡率,1997,14
Madagascar,女生全癌死亡率,2007,7
Guyana,女生全癌死亡率,1962,14
Angola,女生全癌死亡率,1997,12
Fragile and conflict affected situations,女生全癌死亡率,2007,6
Ghana,女生全癌死亡率,1962,5
Comoros,女生全癌死亡率,2002,12
Chad,女生全癌死亡率,1997,10
Burkina Faso,女生全癌死亡率,1987,10
"Gambia, The",女生全癌死亡率,1972,3
Mozambique,女生全癌死亡率,2002,4
Niger,女生全癌死亡率,1997,13
Liberia,女生全癌死亡率,1987,10
Burkina Faso,女生全癌死亡率,2007,4
Pre-demographic dividend,女生全癌死亡率,2007,10
"Yemen, Rep.",女生全癌死亡率,2007,12
Equatorial Guinea,女生全癌死亡率,1997,15
Lao PDR,女生全癌死亡率,2002,6
Sudan,女生全癌死亡率,2002,9
Guinea-Bissau,女生全癌死亡率,1992,13
Tanzania,女生全癌死亡率,2007,3
Burkina Faso,女生全癌死亡率,2002,10
Lesotho,女生全癌死亡率,1992,13
Rwanda,女生全癌死亡率,2002,5
Uganda,女生全癌死亡率,1967,11
Nepal,女生全癌死亡率,1977,15
Central African Republic,女生全癌死亡率,1997,7
Madagascar,女生全癌死亡率,1967,10
Malaysia,女生全癌死亡率,1962,4
Senegal,女生全癌死亡率,1962,8
Pacific island small states,女生全癌死亡率,1962,8
Fiji,女生全癌死亡率,1962,15
Mali,女生全癌死亡率,1997,15
Ecuador,女生全癌死亡率,1992,10
Honduras,女生全癌死亡率,1962,8
Chad,女生全癌死亡率,2002,8
Nigeria,女生全癌死亡率,1972,11
Kyrgyz Republic,女生全癌死亡率,2002,15
Malawi,女生全癌死亡率,2002,6
"Congo, Rep.",女生全癌死亡率,2002,14
Mali,女生全癌死亡率,1992,4
Sierra Leone,女生全癌死亡率,1992,14
Cameroon,女生全癌死亡率,1967,13
Armenia,女生全癌死亡率,2007,13
Comoros,女生全癌死亡率,2007,9
Gabon,女生全癌死亡率,1962,5
Malawi,女生全癌死亡率,1967,13
Guatemala,女生全癌死亡率,1962,10
Mauritania,女生全癌死亡率,1972,7
Swaziland,女生全癌死亡率,1977,5
Pre-demographic dividend,女生全癌死亡率,1967,11
Swaziland,女生全癌死亡率,1997,10
Ecuador,女生全癌死亡率,1967,3
Tanzania,女生全癌死亡率,1997,4
Rwanda,女生全癌死亡率,1997,14
Trinidad and Tobago,女生全癌死亡率,1962,11
Rwanda,女生全癌死亡率,1987,13
Nigeria,女生全癌死亡率,1997,12
"Congo, Rep.",女生全癌死亡率,1962,12
Peru,女生全癌死亡率,1992,11
Lithuania,女生全癌死亡率,1997,15
Benin,女生全癌死亡率,1992,13
Bolivia,女生全癌死亡率,1967,7
Rwanda,女生全癌死亡率,1972,9
Pacific island small states,女生全癌死亡率,1967,11
Fiji,女生全癌死亡率,1967,11
"Congo, Dem. Rep.",女生全癌死亡率,1982,3
Mali,女生全癌死亡率,2007,14
Georgia,女生全癌死亡率,1997,15
Cambodia,女生全癌死亡率,2007,9
Bahrain,女生全癌死亡率,1982,15
Central African Republic,女生全癌死亡率,1962,3
Malawi,女生全癌死亡率,2007,4
Azerbaijan,女生全癌死亡率,1997,8
Swaziland,女生全癌死亡率,2002,6
Kazakhstan,女生全癌死亡率,2002,7
Burkina Faso,女生全癌死亡率,1997,14
Ecuador,女生全癌死亡率,1977,15
Paraguay,女生全癌死亡率,1962,4
"Gambia, The",女生全癌死亡率,1987,3
Uganda,女生全癌死亡率,2002,13
Nigeria,女生全癌死亡率,1967,14
Gabon,女生全癌死亡率,1982,4
Madagascar,女生全癌死亡率,1997,4
Mongolia,女生全癌死亡率,2002,10
Latvia,女生全癌死亡率,1997,11
Uganda,女生全癌死亡率,1982,5
"Venezuela, RB",女生全癌死亡率,1962,15
Zambia,女生全癌死亡率,2007,10
Central African Republic,女生全癌死亡率,1992,3
Burkina Faso,女生全癌死亡率,1982,6
Guinea,女生全癌死亡率,2002,4
Chad,女生全癌死亡率,1977,7
Romania,女生全癌死亡率,2002,9
Bolivia,女生全癌死亡率,1987,15
Afghanistan,女生全癌死亡率,1977,4
Central African Republic,女生全癌死亡率,2002,8
Low income,女生全癌死亡率,1972,10
Burkina Faso,女生全癌死亡率,1977,6
Qatar,女生全癌死亡率,1972,14
Central African Republic,女生全癌死亡率,1987,7
Samoa,女生全癌死亡率,1987,6
Indonesia,女生全癌死亡率,1972,11
Chad,女生全癌死亡率,1992,6
"Congo, Dem. Rep.",女生全癌死亡率,1992,6
Dominican Republic,女生全癌死亡率,1962,5
Heavily indebted poor countries (HIPC),女生全癌死亡率,1967,13
Bhutan,女生全癌死亡率,1997,14
Israel,女生全癌死亡率,1962,14
Senegal,女生全癌死亡率,1972,6
Iraq,女生全癌死亡率,1962,5
Comoros,女生全癌死亡率,1987,14
Kenya,女生全癌死亡率,1967,3
Suriname,女生全癌死亡率,1967,7
Fragile and conflict affected situations,女生全癌死亡率,1962,11
Cameroon,女生全癌死亡率,2002,7
Guatemala,女生全癌死亡率,1977,10
Indonesia,女生全癌死亡率,1982,14
Panama,女生全癌死亡率,1962,11
Togo,女生全癌死亡率,2002,15
Malawi,女生全癌死亡率,1972,6
Swaziland,女生全癌死亡率,1992,3
New Zealand,女生全癌死亡率,1972,6
Lao PDR,女生全癌死亡率,1997,3
Caribbean small states,女生全癌死亡率,1962,4
Mali,女生全癌死亡率,2002,3
Niger,女生全癌死亡率,1992,7
Cameroon,女生全癌死亡率,1997,7
Cameroon,女生全癌死亡率,1972,3
Chad,女生全癌死亡率,1982,8
Papua New Guinea,女生全癌死亡率,1977,5
Rwanda,女生全癌死亡率,1992,15
Qatar,女生全癌死亡率,1977,12
"Venezuela, RB",女生全癌死亡率,2002,10
"Korea, Rep.",女生全癌死亡率,1962,8
Swaziland,女生全癌死亡率,1987,11
Gabon,女生全癌死亡率,1967,11
Madagascar,女生全癌死亡率,1972,8
Comoros,女生全癌死亡率,1997,5
"Macedonia, FYR",女生全癌死亡率,2002,5
Paraguay,女生全癌死亡率,1987,13
Vietnam,女生全癌死亡率,1992,13
Bhutan,女生全癌死亡率,1992,4
United Arab Emirates,女生全癌死亡率,1977,5
Comoros,女生全癌死亡率,1982,15
Ecuador,女生全癌死亡率,1972,8
IDA total,女生全癌死亡率,1962,6
Ecuador,女生全癌死亡率,1982,5
Bangladesh,女生全癌死亡率,1977,9
IDA only,女生全癌死亡率,1967,10
"Congo, Dem. Rep.",女生全癌死亡率,1977,9
Gabon,女生全癌死亡率,1997,10
Saudi Arabia,女生全癌死亡率,2007,7
Serbia,女生全癌死亡率,2002,14
United Arab Emirates,女生全癌死亡率,1982,10
Pre-demographic dividend,女生全癌死亡率,1997,14
Trinidad and Tobago,女生全癌死亡率,1967,3
Burundi,女生全癌死亡率,1992,6
Pre-demographic dividend,女生全癌死亡率,1972,10
Middle East & North Africa,女生全癌死亡率,1977,9
Singapore,女生全癌死亡率,1967,14
"Korea, Rep.",女生全癌死亡率,1967,14
"Congo, Rep.",女生全癌死亡率,1997,8
Uganda,女生全癌死亡率,1977,13
Peru,女生全癌死亡率,2007,15
Oman,女生全癌死亡率,1977,11
Tajikistan,女生全癌死亡率,2007,14
Belarus,女生全癌死亡率,1997,12
Malaysia,女生全癌死亡率,1967,11
Pre-demographic dividend,女生全癌死亡率,2002,6
Benin,女生全癌死亡率,1977,9
Ukraine,女生全癌死亡率,1997,12
Azerbaijan,女生全癌死亡率,2007,8
Low income,女生全癌死亡率,1977,9
Guyana,女生全癌死亡率,1967,6
Paraguay,女生全癌死亡率,2007,4
Argentina,女生全癌死亡率,1962,6
Least developed countries: UN classification,女生全癌死亡率,1972,11
Low income,女生全癌死亡率,2007,5
Nicaragua,女生全癌死亡率,1962,6
Indonesia,女生全癌死亡率,1977,15
"Gambia, The",女生全癌死亡率,2002,9
Central African Republic,女生全癌死亡率,1967,3
Ecuador,女生全癌死亡率,2002,8
Peru,女生全癌死亡率,1962,4
"Venezuela, RB",女生全癌死亡率,1997,4
Bangladesh,女生全癌死亡率,1982,8
Thailand,女生全癌死亡率,1967,4
Trinidad and Tobago,女生全癌死亡率,1982,5
Guatemala,女生全癌死亡率,1967,11
Lithuania,女生全癌死亡率,2002,10
Nigeria,女生全癌死亡率,1977,6
Burundi,女生全癌死亡率,1987,10
Qatar,女生全癌死亡率,1982,3
Thailand,女生全癌死亡率,1962,5
Uganda,女生全癌死亡率,1992,7
Niger,女生全癌死亡率,1987,12
Guinea,女生全癌死亡率,2007,10
Central African Republic,女生全癌死亡率,2007,9
Ecuador,女生全癌死亡率,1987,14
Tajikistan,女生全癌死亡率,2002,5
Dominican Republic,女生全癌死亡率,1992,11
Arab World,女生全癌死亡率,1962,14
Kyrgyz Republic,女生全癌死亡率,1997,7
Oman,女生全癌死亡率,1992,13
Cote d'Ivoire,女生全癌死亡率,2002,10
Madagascar,女生全癌死亡率,2002,13
Jamaica,女生全癌死亡率,1962,3
Iraq,女生全癌死亡率,1972,10
Romania,女生全癌死亡率,1997,14
Cote d'Ivoire,女生全癌死亡率,1962,3
Caribbean small states,女生全癌死亡率,1967,8
Small states,女生全癌死亡率,1962,15
Argentina,女生全癌死亡率,1967,8
Guatemala,女生全癌死亡率,1972,3
Brunei Darussalam,女生全癌死亡率,2007,10
Fragile and conflict affected situations,女生全癌死亡率,1967,4
Afghanistan,女生全癌死亡率,1972,15
New Zealand,女生全癌死亡率,1967,14
Dominican Republic,女生全癌死亡率,1967,5
Sierra Leone,女生全癌死亡率,1977,11
Honduras,女生全癌死亡率,1967,10
"Congo, Rep.",女生全癌死亡率,1972,8
Madagascar,女生全癌死亡率,1977,7
Nigeria,女生全癌死亡率,2007,3
Oman,女生全癌死亡率,1987,5
Cote d'Ivoire,女生全癌死亡率,1967,5
Cote d'Ivoire,女生全癌死亡率,2007,5
Bulgaria,女生全癌死亡率,1997,5
Costa Rica,女生全癌死亡率,1992,6
Kuwait,女生全癌死亡率,1977,12
"Iran, Islamic Rep.",女生全癌死亡率,1962,10
Bolivia,女生全癌死亡率,1977,11
Nepal,女生全癌死亡率,1982,3
Sudan,女生全癌死亡率,1967,12
Burundi,女生全癌死亡率,1982,8
New Zealand,女生全癌死亡率,1962,6
Nigeria,女生全癌死亡率,2002,12
Vanuatu,女生全癌死亡率,1987,15
Senegal,女生全癌死亡率,2002,13
IDA blend,女生全癌死亡率,1962,10
Greece,女生全癌死亡率,1962,9
Least developed countries: UN classification,女生全癌死亡率,2007,3
Heavily indebted poor countries (HIPC),女生全癌死亡率,2007,5
Singapore,女生全癌死亡率,1972,10
Niger,女生全癌死亡率,1982,3
Least developed countries: UN classification,女生全癌死亡率,1997,9
Middle East & North Africa,女生全癌死亡率,1962,11
Peru,女生全癌死亡率,1997,10
Gabon,女生全癌死亡率,2002,9
Suriname,女生全癌死亡率,1972,7
"Venezuela, RB",女生全癌死亡率,2007,3
Burundi,女生全癌死亡率,1997,9
Bangladesh,女生全癌死亡率,1987,6
Kenya,女生全癌死亡率,1972,4
Georgia,女生全癌死亡率,2002,8
Suriname,女生全癌死亡率,1997,9
Sudan,女生全癌死亡率,2007,14
Myanmar,女生全癌死亡率,2007,15
"Venezuela, RB",女生全癌死亡率,1967,14
Bahrain,女生全癌死亡率,1987,15
Central African Republic,女生全癌死亡率,1977,11
Central African Republic,女生全癌死亡率,1982,5
"Congo, Rep.",女生全癌死亡率,1967,12
Heavily indebted poor countries (HIPC),女生全癌死亡率,1972,8
Bangladesh,女生全癌死亡率,1992,12
Cameroon,女生全癌死亡率,1987,14
Ghana,女生全癌死亡率,1992,8
Swaziland,女生全癌死亡率,1982,12
Jamaica,女生全癌死亡率,1967,3
Brazil,女生全癌死亡率,1967,13
Bolivia,女生全癌死亡率,1972,14
Bhutan,女生全癌死亡率,2002,9
Central African Republic,女生全癌死亡率,1972,11
"Gambia, The",女生全癌死亡率,2007,9
"Macao SAR, China",女生全癌死亡率,2002,12
Saudi Arabia,女生全癌死亡率,1992,14
Chile,女生全癌死亡率,1967,3
Gabon,女生全癌死亡率,1992,15
Paraguay,女生全癌死亡率,1977,14
